journal,Publisher_abdc,ISSN,year_inception,FoR,abdc_ranking,year
Personnel Psychology: a journal of applied research,0031-5826,1744-6570,1948,1503,A*,2013
Probability Theory and Related Fields,0178-8051,1432-2064,1962,0104,A*,2013
Psychological Bulletin,0033-2909,1939-1455,1904,1503,A*,2013
Psychological Review,0033-295X,1939-1471,1894,1503,A*,2013
Psychological Science,0956-7976,1467-9280,1990,1503,A*,2013
Quantitative Economics,1759-7323,1759-7331,2010,1403,A*,2013
RAND Journal of Economics,0741-6261,1756-2171,1970,1402,A*,2013
Regional Studies,0034-3404,1360-0591,1967,1503,A*,2013
Research Policy,0048-7333,0048-7333,1972,1503,A*,2013
Review of Accounting Studies,1380-6653,1573-7136,1996,1501,A*,2013
Review of Asset Pricing Studies,,,,1502,A*,2013
Review of Corporate Finance Studies,,,,1502,A*,2013
Review of Economic Dynamics,1094-2025,1096-6099,1998,1402,A*,2013
Review of Finance,1572-3097,1875-824X,1997,1502,A*,2013
Sociology,0038-0385,1469-8684,1967,1503,A*,2013
Strategic Management Journal,0143-2095,1097-0266,1979,1503,A*,2013
The Accounting Review,0001-4826,1558-7967,1926,1501,A*,2013
The American Economic Review,0002-8282,0065-812X,1911,1402,A*,2013
The Economic Journal,0013-0133,1468-0297,1891,1402,A*,2013
The European Accounting Review,0963-8180,1468-4497,1992,1501,A*,2013
Academy of  Management Annals,1941-6520,1941-6067,2007,1503,A*,2013
The Journal of Business (Chicago),0021-9398,1537-5374,1922,1503,A*,2013
The Journal of Economic History,0022-0507,1471-6372,1941,1402,A*,2013
The Journal of Finance,0022-1082,1540-6261,1946,1502,A*,2013
The Journal of Law and Economics,0022-2186,1537-5285,1958,1402,A*,2013
The Leadership Quarterly,1048-9843,1873-3409,1990,1503,A*,2013
The Modern Law Review,0026-7961,1468-2230,1937,180105,A*,2013
The Quarterly Journal of Economics,0033-5533,1531-4650,1886,1402,A*,2013
The Review of Economic Studies,0034-6527,1467-937X,1933,1402,A*,2013
The Review of Economics and Statistics,0034-6535,1530-9142,1917,1402,A*,2013
The Review of Financial Studies,0893-9454,1465-7368,1988,1502,A*,2013
The Yale Law Journal,0044-0094,1939-8611,1891,180105,A*,2013
Theoretical Economics,1933-6837,1555-7561,2006,1401,A*,2013
Torts Law Journal,1038-5967,,1993,180105,A*,2013
Tourism Management,0261-5177,1879-3193,1980,1506,A*,2013
Transportation Research Part A: Policy and Practice,0965-8564,1879-2375,1967,1507,A*,2013
Transportation Research Part B: Methodological,0191-2615,1879-2367,1979,1507,A*,2013
Transportation Research Part E: Logistics and Transportation Review,1366-5545,1878-5794,1965,1507,A*,2013
University of Chicago Law Review,0041-9494,1939-859X,1933,180105,A*,2013
Urban Studies: an international journal for research in urban studies,0042-0980,1360-063X,1964,1503,A*,2013
"Abacus: a journal of accounting, finance and business studies",0001-3072,1467-6281,1965,1501,A,2013
Academy of Management Perspectives,1558-9080,1943-4529,1987,1503,A,2013
Accounting and Business Research,0001-4788,,1970,1501,A,2013
Accounting and Finance,0810-5391,1467-629X,1960,1501,A,2013
Accounting Auditing and Accountability Journal,0951-3574,1758-4205,1987,1501,A,2013
Accounting Horizons,0888-7993,1558-7975,1987,1501,A,2013
Acta Psychologica,0001-6918,1873-6297,1941,1503,A,2013
Action Research International,1445-6125,1445-6125,1998,1503,A,2013
Adelaide Law Review,0065-1915,,1960,180105,A,2013
Advances in Applied Probability,0001-8678,1475-6064,1969,0104,A,2013
Agricultural Economics,0169-5150,1574-0862,1986,1402,A,2013
"Alternatives: global, local, political",0304-3754,2163-3150,1974,1503,A,2013
American Business Review,0743-2348,0743-2348,1983,1503,A,2013
American Journal of Comparative Law,0002-919X,,1952,180105,A,2013
Annals of Actuarial Science,1748-4995,1748-5002,2006,1502,A,2013
Annals of Operations Research,0254-5330,1572-9338,1984,1503,A,2013
Annals of the Institute of Statistical Mathematics,0020-3157,1572-9052,1949,0104,A,2013
Anti Trust Law Journal,0003-6056,,1952,180105,A,2013
Applied Economics,0003-6846,1466-4283,1969,1402,A,2013
Applied Ontology,1570-5838,1875-8533,2005,0806,A,2013
Applied Psychology: An International Review,0269-994X,1464-0597,1951,1503,A,2013
Asia Pacific Journal of Management,0217-4561,1572-9958,1983,1503,A,2013
Astin Bulletin: the journal of the International Actuarial Association,0515-0361,1783-1350,1958,1502,A,2013
Australasian Journal of Environmental Management,1448-6563,2159-5356,1994,1503,A,2013
Australasian Journal of Information Systems,1449-8618,1326-2238,1993,0806,A,2013
Australian and New Zealand Journal of Criminology,0004-8658,,1968,180105,A,2013
Australian and New Zealand Journal of Statistics,1369-1473,1467-842X,1998,0104,A,2013
Australian Bar Review,0814-8589,,1986,180105,A,2013
Australian Business Law Review,0310-1053,,1973,180105,A,2013
Australian Journal of Communication,0811-6202,0811-6202,1976,1503,A,2013
Australian Journal of Corporate Law,1037-4124,,1991,180105,A,2013
Australian Journal of International Affairs,1035-7718,1465-332X,1947,1599,A,2013
Australian Journal of Labour Law,1030-7222,,1988,180105,A,2013
Australian Journal of Management,0312-8962,1327-2020,1976,1502,A,2013
Australian Journal of Political Science,1036-1146,1363-030X,1956,1599,A,2013
Australian Journal of Public Administration,0313-6647,1467-8500,1937,1503,A,2013
Australian Law Journal,0004-9611,,1927,180105,A,2013
Australian Tax Forum,0812-695X,,1984,180125,A,2013
Australian Tax Review,0311-094X,,1971,180125,A,2013
Behavioral Research in Accounting,1050-4753,1558-8009,1989,1501,A,2013
Behaviour and Information Technology,,,,0806,A,2013
Berkeley Technology Law Journal,1086-3818,,1986,180105,A,2013
Bernoulli: A Journal of Mathematical Statistics  and Probability,1350-7265,,1995,0104,A,2013
Bioinformatics,1367-4803,1367-4811,1985,0104,A,2013
British Accounting Review,0890-8389,1095-8347,1969,1501,A,2013
British Journal of Educational Technology,,,,0806,A,2013
British Journal of Management,1045-3172,1467-8551,1990,1503,A,2013
British Journal of Political Science,0007-1234,1469-2112,1971,1599,A,2013
British Journal of Psychology,0007-1269,2044-8295,1904,1503,A,2013
British Journal of Social Psychology,0144-6665,2044-8309,1962,1503,A,2013
British Journal of Sociology,0007-1315,1468-4446,1950,1503,A,2013
Brookings Papers on Economic Activity,0007-2303,1533-4465,1970,1402,A,2013
"Building Research and Information: the international journal of research, development and demonstration",0961-3218,1466-4321,1970,1503,A,2013
Business & Information Systems Engineering,1867-0202,0937-6429 ,2009,0806,A,2013
Business and Politics,1369-5258,1469-3569,1999,1503,A,2013
Business and Society,0007-6503,1552-4205,1960,1503,A,2013
Business Ethics Quarterly,1052-150X,2153-3326,1991,1503,A,2013
Business History,0007-6791,1743-7938,1951,1503,A,2013
Business History Review,0007-6805,2044-768X,1926,1503,A,2013
California Management Review,0008-1256,2162-8564,1958,1503,A,2013
Cambridge Journal of Economics,0309-166X,1464-3545,1977,1402,A,2013
Canadian Business Law Journal,0319-3322,,1976,180105,A,2013
Canadian Journal of Agricultural Economics-Revue Canadienne d Agroeconomie,0008-3976,1744-7976,1952,1402,A,2013
Canadian Journal of Economics,0008-4085,1540-5982,1968,1402,A,2013
Capital Markets Law Journal,1750-7219,1750-7227,2006,180105,A,2013
China Economic Review,1043-951X,1873-7781,1989,1402,A,2013
China Quarterly,0305-7410,1468-2648,1959,1503,A,2013
Civil Justice Quarterly,0261-9261,,1982,180105,A,2013
Cognitive Psychology,0010-0285,1095-5623,1970,1503,A,2013
Columbia Business Law Review,0898-0721,1930-7934,1986,180105,A,2013
Columbia Journal of Asian Law,1094-8449,,1987,180105,A,2013
Columbia Journal of Law and the Arts,1544-4848,,1974,180105,A,2013
Columbia Journal of Transnational Law,0010-1931,,1961,180105,A,2013
Communication Monographs,0363-7751,1479-5787,1934,1503,A,2013
Communication Research,0093-6502,1552-3810,1974,1503,A,2013
Communication Theory,1050-3293,1468-2885,1991,1503,A,2013
Communications of the ACM,,,,0806,A,2013
Communications of the Association for Information Systems,1529-3181,,,0806,A,2013
Company and Securities Law Journal,0729-2775,,1982,180105,A,2013
Comparative Labor Law and Policy Journal,1095-6654,,1967,180105,A,2013
Comparative Politics,0010-4159,2151-6227,1968,1599,A,2013
Competition and Consumer Law Journal,1039-5598,,1993,180105,A,2013
Computational Statistics and Data Analysis,0167-9473,1872-7352,1983,0104,A,2013
Computers and Operations Research,0305-0548,1873-765X,1974,1503,A,2013
Computers and Security,0167-4048,1872-6208,1982,0806,A,2013
Construction Management and Economics,0144-6193,1466-433X,1983,1504,A,2013
Cornell Hospitality Quarterly,1938-9663,1938-9655,2008,1504,A,2013
Corporate Governance: an international review,0964-8410,1467-8683,1992,1503,A,2013
Critical Finance Review,,,,1502,A,2013
Critical Perspectives on Accounting,1045-2354,1095-9955,1990,1501,A,2013
Current Issues in Tourism,1368-3500,1747-7603,1998,1506,A,2013
Current Legal Problems,0070-1998,,1948,180105,A,2013
Dalhousie Law Journal,0317-1663,,1973,180105,A,2013
Data and Knowledge Engineering,0169-023X,1872-6933,1985,0806,A,2013
Data Base for Advances in Information Systems,1532-0936,,1968,0806,A,2013
Deakin Law Review,1321-3660,,1993,180105,A,2013
Decision Analysis,1545-8490,1545-8504,2004,1503,A,2013
Delaware Journal of Corporate Law,0364-9490,1943-7331,1975,180105,A,2013
Demographic Research,1435-9871,,1999,1503,A,2013
Demography,0070-3370,1533-7790,1964,1503,A,2013
Design Studies,0142-694X,1872-6909,1979,1503,A,2013
"Disasters: the journal of disaster studies, policy and management",0361-3666,1467-7717,1977,1599,A,2013
Discourse & Communication,1750-4813,1750-4821,2007,1503,A,2013
"Discourse and Society: an international journal for the study of discourse and communication in their social, political and cultural contexts",0957-9265,1460-3624,1990,1503,A,2013
Discourse Studies: an interdisciplinary journal for the study of text and talk,1461-4456,1461-7080,1999,1503,A,2013
Duke Journal of Comparative and International Law,1053-6736,,1986,180105,A,2013
Ecological Economics,0921-8009,1873-6106,1989,1499,A,2013
Ecology,0012-9658,1939-9170,1897,1599,A,2013
Econometric Reviews,0747-4938,1532-4168,1982,1403,A,2013
Econometrics Journal,1368-4221,1368-423X,1998,1403,A,2013
Economic and Industrial Democracy: an international journal,0143-831X,,1980,1402,A,2013
Economic Development and Cultural Change,0013-0079,1539-2988,1952,1402,A,2013
Economic Geography,0013-0095,,1925,1402,A,2013
Economic Inquiry,0095-2583,1465-7295,1962,1402,A,2013
Economic Modelling,0264-9993,1873-6122,1984,1402,A,2013
Economic Policy: a European forum,0266-4658,1468-0327,1985,1402,A,2013
Economica,0013-0427,1468-0335,1921,1402,A,2013
Economics and Human Biology,1570-677X,1873-6130,2003,1402,A,2013
Economics and Philosophy,0266-2671,1474-0028,1985,1402,A,2013
Economics Letters,0165-1765,1873-7374,1978,1402,A,2013
Economics of Education Review,0272-7757,1873-7382,1981,1402,A,2013
Economy and Society,0308-5147,1469-5766,1972,1402,A,2013
eJournal of Tax Research,1448-2398,,2003,180125,A,2013
Electronic Commerce Research,1389-5753,1572-9362,2001,0806,A,2013
Electronic Markets,1019-6781,1422-8890,1991,0806,A,2013
Emerging Markets Review,1566-0141,1873-6173,2000,1502,A,2013
Empirical Economics,0377-7332,1435-8921,1976,1402,A,2013
Energy Journal,0195-6574,1944-9089,1980,1402,A,2013
Energy Policy,0301-4215,1873-6777,1973,1599,A,2013
"Engineering, Construction and Architectural Management",0969-9988,1365-232X,1994,1504,A,2013
Enterprise and Society: the international journal of business and history,1467-2227,1467-2235,2000,1503,A,2013
Enterprise Information Systems,1751-7575,1751-7583,2007,0806,A,2013
Entrepreneurship and Regional Development,0898-5626,1464-5114,1989,1503,A,2013
Environment and Planning D: society and space,0263-7758,1472-3433,1983,1599,A,2013
Environmental and Ecological Statistics,1352-8505,1573-3009,1994,0104,A,2013
Environmental and Resource Economics,0924-6460,1573-1502,1991,1402,A,2013
Environmental Education Research,1350-4622,1469-5871,1995,1599,A,2013
"Ethics: an international journal of social, political, and legal philosophy",0014-1704,1539-297X,1888,1503,A,2013
European Competition Law Review,0144-3054,,1980,180105,A,2013
European Financial Management,1354-7798,1468-036X,1995,1502,A,2013
European Intellectual Property Review,0142-0461,1749-5083,1978,180105,A,2013
European Journal of Industrial Relations,0959-6801,1461-7129,1995,1503,A,2013
European Journal of International Law,0938-5428,1464-3596,1990,180105,A,2013
European Journal of International Relations,1354-0661,1460-3713,1995,1503,A,2013
European Journal of Political Economy,0176-2680,1873-5703,1985,1402,A,2013
European Journal of Political Research,0304-4130,1475-6765,1973,1599,A,2013
European Journal of Social Psychology,0046-2772,1099-0992,1971,1503,A,2013
European Journal of Sociology,0003-9756,1474-0583,1960,1503,A,2013
European Law Review,0307-5400,,1975,180105,A,2013
European Review of Agricultural Economics,0165-1587,1464-3618,1973,1402,A,2013
European Urban and Regional Studies,0969-7764,1461-7145,1994,1503,A,2013
Event Management: an international journal,1525-9951,1943-4308,1993,1506,A,2013
Explorations in Economic History,0014-4983,1090-2457,1963,1402,A,2013
Family Business Review,0894-4865,1741-6248,1988,1503,A,2013
Feminist Economics,1354-5701,1466-4372,1995,1402,A,2013
Finance and Stochastics,0949-2984,1432-1122,1996,1502,A,2013
Financial Accountability and Management,1468-0408,0267-4424,1985,1501,A,2013
Financial Analysts Journal,0015-198X,1938-3312,1945,1502,A,2013
Financial Management,0046-3892,1755-053X,1972,1502,A,2013
Financial Review (US), ,,1925,1502,A,2013
Foundations and Trends in Accounting,,,,1501,A,2013
Gender and Education,0954-0253,1360-0516,1989,1503,A,2013
"Gender, Work and Organization",0968-6673,1468-0432,1994,1503,A,2013
Global Networks,1470-2266,1471-0374,2001,1503,A,2013
Global Strategy Journal,,,,1503,A,2013
Group Decision and Negotiation,0926-2644,1572-9907,1992,0806,A,2013
Group Organization Management: an international journal,1059-6011,1552-3993,1976,1503,A,2013
Habitat International,0197-3975,1873-5428,1976,1504,A,2013
Harvard Business Review,0017-8012,0017-8012,1922,1503,A,2013
Harvard Environmental Law Review,0147-8257,,1976,180105,A,2013
Harvard International Law Journal,0017-8063,,1959,180105,A,2013
Harvard Journal of Law and Public Policy,0193-4872,,1978,180105,A,2013
Harvard Journal of Law and Technology,0897-3393,,1988,180105,A,2013
Health Care Management Review,0361-6274,1550-5030,1976,1503,A,2013
Health Services Research,0017-9124,1475-6773,1965,1503,A,2013
Higher Education: the international journal of higher education research,0018-1560,1573-174X,1971,1503,A,2013
History of Political Economy,0018-2702,1527-1919,1969,1401,A,2013
Hong Kong Law Journal,0378-0600,,1971,180105,A,2013
